texto,rotulo
"Todo livro é interessante. Acho muito legal que as Americanas estejam trabalhando pela popularização do conhecimento. Poderia ser  barato, no entanto, o livro. Cultura não pode ficar restrita, mas ampliada para todos, sem exceção.",3
Produto fedendo a mofo e claramente muito degradado. Provavelmente a forma de armazenar e guardar é péssima. Deveriam ter vergonha de enviar uma coisa tão suja e fedorenta.,2
"Comprei tamanho G, a variação dos tamanhos é enorme, umas ficam muito apertadas, outras largas, todas com a etiqueta do tamanho G, as costuras também cederam no primeiro dia de uso, não indico esse produto!",1
"Impressora compacta, resistente, veloz,  Só não é dez por não imprimir colorida!",4
"Elíptico excelente. Recomendo!  Atrasou a entrega, mas chegou tudo bem.",5
"O produto é de excelente qualidade, faz jus ao que preconiza.E de baixo custo.",5
"Vocês são realmente caras de pau, meu produto foi comprado dia 08-12-2017 e confirmado dia 11-12-2017 e até agora vcs não me entregaram, falta de respeito total com o consumidor, eu deveria ter pesquisado antes de compra nessa loja.",1
Amei a cadeira. comprei para o meu netinho e ele adorou.,5
produto atende 100% minhas necessidades e expectativas.,4
"muito boa capinha, material otimo recomendo a todos e está num bom valor.",5
"Produto bom e barato,entrega no prazo e recomendo por ser motoqueiro.",5
"O produto é muito bom e bonito, funciona com uma potência incrível além de ser decorativo na cozinha. Até comprei outro para dar de presente!!!",5
"Cumpre exatamente o que promete, faz a sua função.",4
"Forno não aquece corretamente , não assa só esquenta, já pedi  para que seja feito a troca e até agora estou esperando.",1
O produto corresponde ao q eu estava necessitando . com memorial interna dentro do padrão necessário.,4
adorei  ...aparelho muito bom e fácil para manuseá-lo,4
COMPREI E NÃO RECEBI E A AMERICANAS MANDA E-MAIL PARA EU AVALIAR?? NÃO RECOMENDO,1
"Superou e muito minhas expectativas,ótimo custo benefício,é uma maquina com um designer moderno e que cumpri seu papel 100%.",4
"Super recomendo este perfume, um cheiro muito agradável e que dura por muita tempo.",5
"Gostei muito do produto, de boa qualidade mas no anuncio não fica claro que o produto NAO possui tampo superior.",3
desperta o desempenho do jogador na tentativa de acabar com a missão,4
"muito bom, recomendo, entrega super rápida, a forma de se rastrear os objetos no site está muito boa e isso é importante na hora de escolher o site pra comprar em relação a outros que nem ao menos dar para rastrear seu produto comprado.",4
"MUITO LEVE E PRATICO FÁCIL DE LEVA, ÓTIMO PRA TRABALHOS DE FACULDADE.",5
Chegou antes do previsto e minha namorada adorou. só anda com ela agora.,5
"Ainda não recebi o produto, comprado em 01/12/2017.",1
"Qualidade excelente, bem feita e ela é muito bonita, me surpreendeu quando chegou.",5
"O produto é leve de fácil utilização muito pratico, imagem ótima e a bateria dura bastante,  Adorei recomendo",4
Excelente compra! Produto de ótima qualidade e loja com ótimo atendimento e serviço! Mariana,5
Balança atendeu bem as expectativas. Compacta e funcional.,4
"Ótimo custo benefício, o cesto para os alimentos  tem um bom espaço, colocando uma quantidade considerável de alimentos, sendo possível frita-los de uma só vez, sem necessidade de repetir o processo para mais porções. Usa muito plástico, mas o acabamento e bom e o preço é justo pelo q oferece.",4
"Muito bom mesmo , adorei, chegou no prazo e o atendimento é ótimo , recomendo",5
"O sabor da comida fica excelente, amei muito!!! Mas, infelizmente, em 2 semanas de uso está saindo o teflon da cuba, mesmo sendo lavada com todo o cuidado. Teflon de péssima qualidade.",2
"Não gostei do fixador desse perfume, é muito fraco, minha filha usava esse mesmo perfume, porém comprei em outra loja, e o fixador era excelente, durava o dia todo. Não compro mais nesta loja.",1
Estou muito satisfeita superou minhas expectativas.,5
"A compra foi mto boa, fiquei satisfeito com vendedor, tbm c a entrega, certamente recomendo e voltarei a comprar.",5
muito bom para quem mora em lugares muito quente e seco.,4
O produto e bom o problema e o tamanho do cabo muito pequeno e nao tem a opção  de aumentar fiquei um pouco frustada.fora a entrega que levou um mês  para ser feita,3
Só o microfone que dá muito ruído...mas o aparelho já tenho igual ...da mesma marca faz mais de três anos sem nenhum defeito e a bateria ainda dura umas três horas...,5
Produto entrregue antes do prazo. Mas de forma imcompleta. E ninguém da atenção para resolver o problema. Ja mandei muitos e-mails e demoram muitonpara resolver o problema. Muito triste com a loja que nao tem um telefone para falar sobre isso e por e-mail simplismente não respondem mais,2
Ainda não recebi o produto e estão querendo que eu faça avaliação!!,1
"fiquei muito chateada, pois comprei com um mês de antecedência do natal, para dar de presente para minha filha e na semana do natal, recebi um e-mail informando que tentaram entrar em contato comigo por diversas vezes e não conseguiram, para informar que a cor escolhida não tinha disponível e simplesmente cancelaram a venda. Achei bizarro, pois não tinha nenhuma chamada no meu celular e muito menos algum e-mail, informando este feito.  Muito insatisfeita.",1
"gostei muito das cadeiras. a qualidade é ótima, especialmente pelo preço. a base é de ferro, resistente, os assentos confortáveis... estou muito satisfeita. achei um pouco complicada a montagem, mas depois de pronta, ficou ótima!",5
"Funcionabilidade, memoria, tudo ótimo! Poucas vezes se consegue foco da câmera traseira com dificuldade e a frontal a imagem(por ser 5MP) não é tão boa.",3
"As americanas venderam o produto com ótimo preço, entrega rápida e só elogios. Mas o OFFICE está cada vez pior. Na tentativa de forçar a você fazer a renovação automática e pagar quase 3x o valor da nova chave, eles dificultam muito a renovação. Como esta é uma licença para 5 dispositivos, e a MS não consegue fazer isso funcionar bem, é um grande stress.",2
Gostei muito do produto! A entrega foi conforme o combinado. Eu recomendo!,5
Edtou aguardando até agora e não entregaram comprei para dar de presente de natal duas semanas antes do natal e até hoje não chegou .,1
Entrega antes do prazo e em perfeito estado. Produto de alta qualidade. Meu filho amou.,5
Gostei muito porque firma bem todas as cordas e não deixa trastejar !,5
'..................................................,5
"Comprei pelo site e por distração minha não percebi que era um produto para idade de 9 a 14 anos. Meu neto tem seis anos. Até hoje não conseguimos montar o produto. Estou atrás de um professor ou alguém que possa montar o produto.  Isto causou um grande desconforto e uma enorme ansiedade para o menino Foi um erro meu, mas sugiro que este tipo de informação seja mais clara.",2
A boneca chegou antes do prazo e ela era linda. Recomendo o site e os produtos.,5
Não recebi m***** nenhuma e comprei há 1 mês!!! Pessimo atendimento.,1
Difícil é trabalhoso de manusear.  Para quem quer facilidade na cozinha ele só traz problemas.,1
"É pequeno, mas pra mim está ótimo. Me ajuda muito pra não ficar abaixando o tempo todo.",5
"Chegou super rápido,2 semanas antes do prazo. E o produto é excelente, recomendo muito, e vou comprar mais nesse site. É maravilhoso.",5
"Adorei ! Ótima qualidade ,muito bom material excelente . O tempo de entrega foi ótimo.",4
Atrasou a entrega e fiquei na mão para dar o presente do meu irmão,4
"ótimo produto, tem uma excelente performace, conforme expectativas!",4
"Produto atende bem a minha necessidade , sem problemas na entrega e dentro do prazo . Recomendo a compra .",3
"Tenho o produto faz pouco tempo, mas até o momento me atende prontamente a necessidade!",4
"Bolsa de excelente qualidade e linda , eu amei, entrega como sempre super rápida.",5
Ótimo! Excelente Produto! Muito Satisfeito com o Aparador de Pelos Philips! Valeu cada Centavo! e Comprar na Americanas pra Mim é uma Honra! Entrega Dentro do Prazo! e como sempre... Excelentes Preços! Eu Recomendo Sim á Americanas sem Sombras de Dúvidas! ;),5
"Produto de qualidade e em ótimo estado de conservação, Recomendo à todos que querem comprar cds e DVDs, Nas lojas Americanas você tem qualidade, São os melhores produtos.",5
"Ótimo produto, podem comprar. Vcs não vão se arrepender.",4
"Muito bom, rapidez na entrega, chegou antes da data prevista ótimos preços e produtos de qualidade.",5
Nada opinar so tenho a reclamar desse formulário. Que eu não quero opinar,4
"Celular muito bom! Excelente custo x benefício. Recomendo a compra. A entrega  foi perfeita, o aparelho chegou antes do prazo previsto.",4
Até o presente momento não tenho do que me queixar deste produto. Excelente!!!,5
"Bom produto, recomendo o produto e entrega muito rápida. Americanas é muito boa",4
"não recomendo, só dor de cabeça, comprei 02 kits e dentre eles veio 3 marcas diferentes, queima toda hora. optar por produto de 1 ano de garantia e por marcar nacionais",1
"O celular veio com defeito, não ligou. E para entrar em contato com a Americanas foi muito demorado e somente mensagens automaticas. O retorno foi demorado.",1
"Minha filha de 8 anos ficou louca com o presente, quer brincar de baladinha todos os dias com as amiguinhas agora.",5
"Descaso total com minha entrega, fazem mais de 40 dias que comprei o produto e o mesmo ainda não chegou.",1
Então esse produto em apenas nem 2 semanas de uso já deu defeito..,2
Super recomendado! Bom que esperei passar os preços de Natal para comprar =)  Começou bem o ano estagiário ;),3
Recomendo o produto para aqueles que querem iniciar o nível intermediário 1.,4
"estou satisfeito com o produto, recomendaria para outros gamers",5
"Ainda não o li, mas ele veio muito bem embalado, entrega dentro do prazo (até antes, na verdade) e em perfeito estado!",4
"Estamos satisfeitos com o produto. E chegou muito rápido.  Parabéns. Recomendo, O produto e Americanas!!!",5
"Como outrora noticiado, me enviaram o produto errado, que foi prontamente devolvido à ""empresa"" DUPLOR MÁQUINAS, segundo o rastreamento via correios, dito produto, uma Tícia, que deveria seguir para o Rio de Janeiro, foi entregue na empresa no dia 18 p.p.; apesar de vários contatos via fone, as atendentes afirmavam que não encontravam tal devolução. Após várias promessas, na  ultima disseram ter encontrado a máquina do equívoco e que o que eu havia comprado e PAGO, seria enviada via sedex, não foi até hoje....03.01.18.  Será uma empresa mesmo séria?? comprometida com o consumidor??",2
O j5 é tem configurações muito melhor  Tenho os dois!,3
"Produto excelente e com precinho oh!. Não sei como consegui viver até hoje sem um copo de acrílico de quase 2 mangos. Agora com este copo minha vida mudou!  Levo o copo pra passear, dou banho, boto pra dormir. Cuido dele com o todo o amor e carinho!",5
otimo produto ele supreendeu minhas espectativas eu os a indico top de linha o J7 mental,5
Um mês e 5 dias da compra e ainda não recebi!!! Absurdo!!,1
O produto não tem o aplicativo do Netflix e não pode ser instalado. O áudio também é bem ruim...,2
"Exelente,era exatamente oq eu esperava,obg,Camera tem otima qualidade e tela muita nitidez.",5
"Entrar em contato 11947571975 Smartphone Motorola Moto Maxx Android 4.4 Tela 5.2"" 64GB Câmera 21MP - Preto",5
O produto superou minhas expectativas em termos de qualidade.,4
"Minha filha adorou, gostou muito! Recomendo o produto!",5
"MUITO LEVE E PRATICO FÁCIL DE LEVA, ÓTIMO PRA TRABALHOS DE FACULDADE.",4
"Produto de qualidade ruim , devido a isto pedi o cancelamento do pedido (02-655803699) dentro do prazo estipulado por lei, às Americanas encaminharam à loja responsável, mas a parceira  Glamor cancelou a solicitação, portanto infelizmente a  Americanas ecommerce a qual sou cliente a muitos anos (podem buscar ai nos registros), fez parceria com uma empresa sem idoneidade, pois são desfavoráveis aos direitos do consumidor mesmo que possam sofrer processos. Como a loja Glamor se recusou a fazer o cancelamento solicitei a intervenção das Americanas , mas até hoje não me retornaram a solicitação realizada pelo próprio método de sistema deles enviado por email pós cancelamento da solicitação da Glamor. Estarei reclamando em redes sociais e Reclame Aqui, foi meu primeiro problema com um parceiro da LA e consequentemente com as Lojas Americanas que deu a cara a tapa por parceiro ruim. Irei ao Procon com o e-mail que a Glamor enviou se negando a cancelar o pedido em que fiz por descontentamento ! pois o produto pareceu até falsificado por baixa qualidade perante ao de perfumaria física , indiferente a isto, sendo ou não sendo verídico o produto eu pedi o cancelamento por arrependimento de compra e estão me negando o direito. A partir daqui tomarei providencias já que a loja Glamor se negou a cumprir a legislação !",1
"Gostei do produto, entrega surper rápido.  Produto muito bom cumpre o que promete",5
"Sem dúvida alguma, conforto e elegância definem Piccadilly. Um sapato lindo, confortável, e a esse preço, sem dúvida nenhuma a melhor compra da vida.",5
bom produto. atendeu as minhas expectativas..............................,4
"Ciamob um lixo de empresa, prazos de entrega super longos e falta de comunicação com o cliente! Não recomendo pois ainda não recebi",1
A americanas sempre me da o suporte necessário e todos os produtos chegam ate mesmo antes do prazo super bem embalado super recomendo as compras realizadas no site a anos comprando nunca tive problemas,4
"O melhor copo de acrílico que já usei na vida! A água fica purificada, com um gosto excelente. Vale muito a pena cada centavo!",5
"Nunca vi um produto demorar tanto para ser entregue. Comprei 05/12/2017 e praticamente 30 dias depois ainda nao Recebi. Como comprar das Americanas se já demoram mais que os sites Chineses? Vocês não se preocupam com a concorrência? Que tipo de serviço imaginam prestar? Simplesmente ridículo um produto que a priori deveria estar pronto levar 30 dias para ser entregue dentro do território brasileiro. Se eu morasse na floresta amazônica até justificaria, mas moro na região metropolitana de uma capital do sul do país.",1
produto com qualidade original hp. a multifuncional reconheceu sem problema,5
"As câmeras não tem a minima resolução necessária para identificar uma pessoa, imagens péssimas, sem condição.",2
"Um ótimo celular o Moto Z2 Play, sistema operacional é rápido e fluido, mesmo com vários aplicativos aberto não há lentidão. A leitura de digital é excelente, muito precisa. O design bonito (mesmo com capa de proteção) somado ao peso minimo do aparelho fazem do Moto Z2 Play um dos celulares melhores que já comprei, se não o melhor!",4
Jogo para familia. Muito divertido Engraçado. Une mais a familia,4
Comprei descascador e cortador de frutas e legumes mas me entregaram descascador de maçã,1
"Amei meu celular, além de lindo, tem uma ótima memória...",5
"O televisor é muito bom e com muitas características, eu comprei para principalmente assistir Netflix, e a tv faz isso muito bem. A resolução não é Full HD mas isso não é um problema para mim, a imagem é ótima. Gostei muito da recepção WIFI da TV, que é superior ao do PS4. Instalei ela bem distante do roteador e não tive problemas. O controle não é Air Mouse, o que dificulta um pouco quando se quer digitar algo. Eu tenho um outro televisor que é de 60hz, e a diferença é nítida comparada a este aparelho que é de 120hz. O design também me agradou.  A única coisa realmente ruim da TV é seu som. Que não tem uma boa potência. Então se você pretende ouvir musica alta, esquece.  Levando-se em consideração o valor do aparelho eu acho que é uma boa compra.",3
TV de custo/benefício muito bom. A Americanas é uma excelente vendedora. Achei a TV que eu procurava!!,5
gostei muito do produto...chegou antes do prazo em perfeitas condições. Super indico!,4
"Produto de ótima qualidade, tamanho razoável e prático.",4
"Essa TV foi feita para se assistir de frente. Nessa posição a imagem é excelente. Porém, assistindo de um ângulo inclinado (e não precisa ser muito inclinado), a imagem fica horrível, perde a cor e fica esbranquiçada.       Isso ocorre devido à sua tela ser do padrão VA, que possui excelentes níveis de contraste quando se assiste a TV de frente, mas perde a qualidade da imagem à medida em que nos deslocamos para os lados (já as telas IPS não oferecem os mesmos níveis de contraste, porém mantêm a qualidade da imagem mesmo quando se assiste a TV de um ângulo inclinado).       Só descobri isso após comprar a TV e pesquisar na internet para saber o motivo da imagem ser tão esbranquiçada de um ângulo inclinado. Infelizmente já havia passado o prazo para devolução quando testei a TV.      Quanto às demais funcionalidades, ela é muito boa e sua navegação na internet é bem rápida. Só o controle remoto que é bem simplório e o som da TV é um pouco baixo.",3
"Não conhecia, ótimo perfume, entrega perfeita, bem antes do prazo estimado",4
"Livro mais completo e organizado do que as edições anteriores e excelentes materiais suplementares, como questões de concursos e práticos quadros editáveis da NR4!",5
"Até o momento, não tenho reclamação do produto. Gostei, recebi dentro do prazo.",3
Produto não recebido até o momento Pedido postado em 12.12.17 previsão de entrega 27.12 e até hoje o status da entrega não. Muda.,1
"Gostei do produto, Tem boa qualidade, mas, a tampa não está devidamente ajustada.",3
"Ótimo produto,entrega antes do prazo, veio muito bem embalado , perfeito, super recomendo",5
"A tv  é ótima porém não tem  aplicativo netflix, entrega super rápida, recebi antes do combinado.",3
Produto muito bom atendeu minhas expectativas  recomendo sem sombra de duvidas,5
"Os tipos de toque são muito baixo, difícil de se escutar tocando.",2
"indicarei para os amigos , pois tanto como os produtos como o atendimento excelentes obrigado.",5
"Com exceção que veio a marca Verde ao invés de Jl  Protect,  funciona super bem.  Essas coisas chinesas são bem parecidas mesmo.",4
Me atendeu em tudo o que estava procurando em um smartphone.,5
Atende as necessidades. Fácil instalação. Bom para ambientes pequenos.,3
"Recomendo lindo !!!excelente...,corresponde minha necessidade,rapido sem palavras ,compraria de novo 10,.",5
"otimo gostei muito alem de muito mais carga, recomendo",5
PRODUTO NÃO CHEGOU!!!!!!!!! QUERO O PRODUTO OU MEU DINHEIRO DE VOLTA URGENTEMENTE!!!!!!!!,1
"Minha esposa sugeriu a compra para um sobrinho que não se interessa por qualquer brinquedo, e ele gostou e durante a viagem após o recebimento alternava a atenção co outro que ele tem como preferido, isso para  já nos alegrou .",5
Bom dia! Gostaria de saber se vem acompanhado o balcão,3
Otimo recomendo. Estão de parabéns. .....................,5
Pelo preço vale a pena..Minha filha gostou e guarda seus shopikns na maleta,3
"produto bom, cor bonita material de boa qualidade e chegou no prazo",3
"Um ótimo produto, chegou em 7 dias aqui na minha residência. Já veio carregada! Um excelente produto! Na loja está 200 reais, aqui no site comprei de 106 reais incluído o frete, parabéns lojas Americanas, sempre no topo!",5
"A imagem cria uma impressão que o produto é muito maior. A descrição no anúncio não diz que para estourar a pipoca tem que colocar  uma colher de óleo. O produto é cheio de ""orelhas"" penduradas para o fechamento, o que torna muito complicado lavar após o uso. Muito mais simples usar uma panela comum para estourar pipoca!!",1
"NÃO PUDE TESTÁ-LO, POIS ESTOU NO AGUARDO DA CAPA. O CELULAR COM O KIT CARTEIRA É PRESENTE DE NATAL (NATAL 2017). SÓ RECEBI O CELULAR, DE FORMA QUE AINDA NÃO POSSO AVALIAR, POIS O PRESENTE NÃO FOI ENTREGUE.",3
"Não recebi o produto,  estou indignado  o produto foi comprado dia 8 de dezembro  para entrega  dia 21 de dezembro  e até  agora  não  recebi  vou ao procon. Estou  esperando.",1
Ótimo produto porém após a compra encontrei em minha cidade mais barato.,4
"Veio antes do prazo de entregar, chegou como pedi..tudo certo",5
"Produto de Qualidade, com bom preço. Vale a pena a economia",4
eu não recebi o produto pois havia cancelado a compra e ninguém me deu retorno do cancelamento da compra,1
"Olá... primeiramente quero deixa bem claro que vou procurar Procon. meu transtorno começou a partir do dia 21/12/2017, quando o produto comprado não chegou. procurei mandar um e-mail, que claro foi respondido falando que meu produto ia chegar dia 29/12/17. Mais como isso pode acontecer!??????? sendo que na hora da compra não tinha nenhum aviso, ref a isso.... blz... então seguir esperando.... deu dia 29/12 e nada, absolutamente nada do produto. novamente mandei e-mail, explicando produto em atraso.... bom, por fim... meu produto chegou por volta das 14h, do dia 03/01/18. olha que transtorno. Mais ainda não chegou ao fim!!!!!!!!!! quando chego em casa que vou olhar o produto. (BUUUUUU) SURPRESA .... NÃO ERA O COLCHÃO QUE COMPREI NO SITE!!!! MODELO TOTALMENTE DIFERENTE.... ENTÃO ESPERO CARECIDAMENTE UM RETORNO.(NÃO ERA ESSE A IMAGEM QUE EU TINHA DAS LOJAS AMERICANAS)  CONTATO: (11) 931482966.   TENHO PROVAS! FOTOS ... E-MAIS E MUITO MAIS....",1
otimo produto recomendo a todos .loja entregou super rapido.,4
"Superou expectativas  É excelente para jogos, super rápido tela full hd tamanho ideal leve e Pratico",5
Já tinha o mesmo produto e comprei mais um para dar de presente. O custo beneficio vale.,5
serve para qualquer ocasião para festas. no tamanho otimo,3
Chegou rápido e realmente cumple minha expectativa,5
"O produto é ótimo pq já usei comprando em outra loja porém estou aguardando a 1 mês a chegada do produto na minha residência e a resolução do problema,ou devolução do valor,porém só me enviam email de avaliação e pedido de que aguarde respostas. Muito demorado o atendimento. Espero uma resolução breve.",4
Produto muito bom já veio com uma pelicula boa. Excelente entrega da Americanas chegou uma semana antes do previsto.,5
"Gostei do produto e chegou antes do previsto, porém, veio faltando uma pecinha para montar a roda",5
Considerei o mine frigobar muito pequeno e gela pouco! Na verdade só atende longas viagens ou carros que permanecem com o isqueiro funcionando mesmo que desligado o motor.,3
Madeira de qualidade razoável e com o as bases soltando onde poderia ser colada além de encaixada. A dobradiça soltou o pino sem nem mesmo ser usada.,2
produto atendeu exatamente minhas expectativas. Resolveu meu problema com o hd externo no wii u,5
"Demorou de chegar, mas era treta dos correios, no mais é bonzão o produto.",5
Teve um pequeno atraso pôs era final do ano mas sem problemas. Produto chego.,4
O produto não chegou no prazo.  Vou entrar com uma ação judicial.,1
Nao gostei demorou entregar e ainda veio errado o tamanho,2
"Lamentavelmente o fornecedor ainda não me enviou o produto, motivo  pelo qual não tenho como avaliá-lo. Gostaria da interferência dos senhores, para que o produto seja entregue. Atenciosamente,  Luiz Carlos Monteiro da Silva",1
Produto ótimo custo/benefício. Só demorou um pouco para chegar e veio sem a nota fiscal. Imprimi nota que foi enviado por e-Mail e pronto. Recomendo.,5
Material de qualidade e fácil montagem. Sugiro que quem for montar tenha uma parafusadeira elétrica.,5
Ele é muito eficiente para passar as roupas! Facilita bastante o trabalho.,5
Entrega dentro do prazo! E funcionando  perfeitamente,5
"É um excelente sistema para quem não quer ter dor de cabeça ao configurar ou para quem não conhece muito bem redes IP. Troquei dois repetidores que tinha (e que só davam problemas) por este sistema. O APP para Android/Iphone é bem simples de operar e bastante interativo durante a configuração da rede. A cobertura parece boa, mas ainda não testei até os limites de meu imóvel. Só achei um pouco caro.",5
"Como Avaliar um produto q nem efetuaram a troca pra mim? Aguardo orientações d como efetuar a troca mas sem respostas... como enviam produto diferente do q comprei? Torneira com filtro cromada foi o q comprei e me enviaram a branca q é metade do preço, se ta dificil efetuarem a troca quem dira devolver meu dinheiro... tem jeito d me atenderem corretamente?",1
"Ótimo produto pelo custo benefício, recomendo, pois há outros produtos na prateleira que proporcionam o mesmo resultado, mas porém mais caro. Meu filho aprovou.",4
"Produto maravilhoso, muito chique, eu recomendo a todos que desejam um produto para dar um toque especial na sua cozinha.",5
"Design lindo. Qualidade da imagem maravilhosa. Pena que não vem o controle smart tv Magic. A lg podia pensar sobre isso, pois o produto é ótimo, mas ficaria excelente com o controle Magic.",5
"Ja tenho um j7, mas como estava em promoção resolvi compra esse, que tambem é otimo",5
O produto atende muito bem ao fim que lhe é destinado.,4
"DENTRE OS OUTROS CELULARES COM PREÇOS SEMELHANTES, ACHEI O MELHOR...CUSTO BENEFÍCIO",4
O tamanho foi a única coisa q achei diferente. Muito bom o produto e entrega rápida.,4
"Excelente produto, gostei muito e recomendo sua compra",5
"Muito bom e entrega super rápida. . Produto de excelente qualidade, super recomendo podem comprar é otimo. ..........",5
", o pedido foi cancelado a um mês e até agora nada.",1
"Produto ótimo, conforme o esperado. Gostei! Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado. Gostei!Produto ótimo, conforme o esperado.",5
Demorou 1 mês pra chegar na minha casa e além disso veio com defeito (não esquenta),1
"Chegou em ótimas condições, tem uma ótima história e é fiel ao desenho",5
Não chegou nada prazo de entrega ultrapassado sem dar nenhuma resposta concreta,1
Não concordo em ser obrigado a fazer um comentário,5
o produto e que eu esperava porem a entrega foi apreensiva......acho que por causa do Natal,5
"O ropeiro chegou no prazo , porém com as portas riscadas, gostaria de trocar as peças que vieram estragadas ,mas não consegui contato com a empresa até o momento",2
Indico para todos que querem conhecer a prática da acupuntura.,5
"O jogo está longe de conseguir se igualar aos antigos Tony Hawk. A jogabilidade e os desafios não são dos melhores, mas pelo preço que paguei até que vale umas horas de jogo. Nada a reclamar da entrega da Americanas, rápida e eficiente como sempre.",3
A toalha é muito bonita e a entrega foi muito rápida. Recomendo!,5
"Produto bom. Mas é muito pequena para uma TV de 20 polegadas, por ser widescreem fica menor ainda. É uma TV para quartos, cozinhas, monitoramento, etc. Não é uma TV pra sala, a não ser que se more sozinho e a casa seja pequena. É ultra leve, dá até medo de um vento derrubar ela, material parece frágil demais. A imagem é muito boa e o som tem bastante qualidade!",3
"Máquina que simula a máquina de lavar, faz os movimentos, pode por sabão e água que lava as pequenas roupiroupinhas que vieram na máquina. Veio tb 6 cabides e o varal. Muito lindo minha filha amou.",5
"Gostei muito de comprar com as americanas, chegou no prazo estipulado e o produto era exatamente o que estava no site.",5
produto muito fácil de usar recomendo entregou antes do prazo lojas americanas é de confiança pode comprar,3
Excelente material. Muito bem trabalhada. ótimo preço.,5
"TV muito boa, tem ótima qualidade de áudio e som, e reproduz filmes e séries pela porta USB sem nenhum problema. O único problema que encontrei foi por ela demorar um pouco pra ligar e abrir os aplicativos, mas fora isso é uma ótima TV.",5
"FÁCIL INSTALAÇÃO. ENTREGA RÁPIDA MUITO BOM, ATENDE BEM AS NECESSIDADES.",5
"Eu estou muito satisfeita. O tablet é perfeito para tarefas do dia a dia, como ver e-mail, usar app de banco, jogos, videos etc... Carrega ate que rápido e a bateria dura muito. Recomendo o produto!",4
Infelizmente terei que dar uma baixa avaliação para o produto pois ainda não o recebi. Já enviei um e-mail questionando tal situação e também não fui respondido.,1
Foi entregue no endereço errado e não no solicitado no pedido,2
Muito bom! Já conhecia o produto e o preço está maravilhoso e vem certinho!,4
Esse jogo é um clássico da estrela!O piratinha pode pular o quanto quiser que não racha ou quebra!Tenho um mais antigo e esse novo vai para a 3ª geração da família.,5
Produto otimo.. Entrega no prazo ...gostei Recomendo,4
A ASA DO LADO DIREITO QUANDO ACIONADA PULA E SAI DO LUGAR. GOSTARIA DE SABER COMO FAÇO A TROCA OU LEVO EM ALGUM LUGAR PARA OLHAR.,2
"Apenas o tamanho é pequeo pra uma criança de tres anos, pro meu neto de um ano e sete meses ficou perfeito e ele amou",4
"O produto é muito fraco. basico bom pra fazer ligação apenas. camera ruim .trava demais muito lento. pelo preço até vale a pena , mas em materia de qualidade deixa a desejar sem contar que comprei o dourado e me enviaram o cinza...",2
"Achei muito lindo esse conjunto de pote de vidro, essa borracha vermelha de vedar deu um charme rs rs comprei num preço muito bom e a entrega foi super rápida. Parabéns á loja Americanas.com  Att: Ana Lúcia.",3
"Produto testado e aprovado,  qualidade, praticidade, usabilidade,  e preço justo.",4
"produto potente, porem deve consumir um pouco de energia de forma significativa.",4
"testado e aprovado, compativel com minhas necessidades",4
O produto é TOP. Como sempre copag fazendo oq a d melhor,5
"Eu até gostei do celular, só acho que o meu deve ter vindo com algum problema. No começo eu vi que a bateria não estava durando tanto quanto eu achava que iria durar. Tive um A5 antes desse e no começo ele durava pelo menos um dia e meio, o S7 já começou durante um dia, as vezes nem isso. E outra coisa que achei muito estranho, eu só comprei esse celular pra eu poder viajar com um celular bom, dai eu estava no Rio de Janeiro e quando olhei pra ele, estava com a tela trincada, sendo que não tinha deixado ele cair nenhuma vez. Não sei se pode ter sido choque térmico, ou algo diferente. Queria que vocês vicem pra mim o que poderia fazer quanto a isso.",3
"De grande qualidade, na hora da compra a Motorola é a melhor opção",5
Muito satisfeita. Exatamente o que eu precisava para minhas reuniões. Excelente qualidade.,5
Não recebi o produto em referência. NÃO  recebi o produto em referência.,1
