texto,rotulo
"Adoreeei, produto chegou antes do prazo. E é bem similar ao original",4
"Muito bom, voltaria comprar no site novamente. bom para navega, comprar com segurança, facilidade e muita opção de produtos e atendimento muio atencioso.",5
"A pipoqueira estoura muito bem as pipocas, que ficam bem sequinhas e deliciosas.",5
"Produto excelente, chegou dentro do prazo, por um preço justo.",5
Esta super atrasada minha entrega ...era para ser presente de Natal e até agora não recebi,1
Produto entregue dentro do prazo e excelente estado. Aparelho atendeu as expectativas,5
"O material é tão fino, tão econômico que a porta passa por cima e o pior é que desde o dia que chegou estou tentando devolvê-lo.",1
paguei o preço de um telefone sem fio e recebi só o ramal,2
"Apesar da demora o produto é bom , mas da proxima vez prezem pela entrega na caixa postal..",3
"A data já foi modificada duas vezes e até agora não recebi o produto, o pedido foi feito  no início de dezembro.",1
"As imagens são meramente ilustrativas. O produto não é tão bonito quanto parece. Fora a demora na entrega, que passou mais de uma semana do prazo. E um presente que era pra ser de natal chegou pro ano novo só. Decepcionada.",2
Produto atendeu minhas expectativas. Gostei muito! Também a entrega foi dentro do prazo.,4
................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................,4
O produto é muito bom. Qualidade excelente. Entrega super rápida.,5
Fácil manuseio. Não provoca dor. Muito bom o extrator.,5
gostei do produto muito bom recomendo o produto para quem quiser comprar,5
Muito bom o celular o atendimento top entrega rápida,4
Produto cumpre o que promete! Excelente aparelho! Produto cumpre o que promete! Excelente aparelho!,5
"Não recebi o produto, ninguém me da uma posição, não tem atualização no site. Vou entrar com um processo porque já paguei. Perdi meu tempo em casa vários dias esperando.",1
bom dia  não gostei pois paguei muito caro por 2 suportes a foto ilustrativa eo conjunto veio so os aros  não gostei 000 quero trocar por algo de meu interesse,1
"Muito bom, melhor até do que eu esperava, está inteirinho, chegou rapidinho e está me surpreendendo! Vale a pena!",5
Chegou antes do prazo e o produto é muito bom pelo preço,3
goste do produto e chego antes do previsto nota 10,5
"Resfria o ar e umidifica, produz ruido assim como um ventilador, tem o reservatório de 7 l que é otimo... nota 10 para o produto, as funções sao bem uteis e o timer de ate 8h tbm",4
"Atendimento péssimo! Gostaria de ter obtido o produto, mas quando fui modificar endereço não havia como. Cancelei, mas fiquei recebendo notificações de que o produto não havia sido cancelado. Não recebi nem o produto no endereço correto e nem o dinheiro.",1
todo mundo entra na dança indico pra qualquer idade a qualquer hora,5
"O produto atendeu as minhas expectativas. Muito boa  a qualidade de filmagem. A unico detalhe é que não veio um manual, com as devidas explicações de funcionamento, e nem sabia que não funcionava sem o cartão de memoria. fui obrigado a ver o funcionamento da mesma no You Tube, e sair para comprar o cartão.  Então há falta de informações ao cliente na hora da venda do produto.",3
belo produto pra vc usar no dia a dia eu recomendo.compre que naõ se arrepede!!!,5
estou aguardando o produto..que comprei antes do natal..avaliarei dpois,2
Excelente produto e com um preço bem camarada. Recomendo a todos.,5
"Não gostei da resoluçao das cameras, a imagem não fica nitida.",2
"A película e fraca, meu aparelho caiu de uma altura de 50 cm a película quebrou junto com a tela do aparelho que quebrou também.",2
"Amei, super leve , com configurações descomplicadas. Chegou muito rápido, recebir em 2 dias! Eu recomendo.",5
"LINK: https://www63.sitedalojaoferta.com/psh669727/smart-tv-led-curva-55-samsung-55mu6300-uhd-4k-com-conversor-digital-3-hdmi-2-usb-wi-fi-espelhamento-de-tela-preta/132386128/pr  VALOR DE VENDA DE R$ 999,00  SITE FRAUDADO!",1
Otimo produto e atendimento.... primeiro lote veio quebrado mas substituíram no dia seguindo por um novo.,5
"O produto é de ótima qualidade e lindo, único problema é que veio faltando a tampa do pote menor.",4
"Estou esperando a mesa até hoje dia 8/01/2018, e ainda não foi entregue....já se passaram mais de 30 dias....por favor me devolver o dinheiro, senão precisarei fazer um Boletim de Ocorrência de Estelionato. Atenciosamente, Elcio Polezer",1
"O produto é um ótimo celular, porém com menos de um mês de uso já apresentou duas falhas críticas, desligando sozinho e sendo necessário fazer o hard reset para conseguir ligá-lo de novo, com pouca ajuda da assistência técnica da empresa.",2
"Custo/benefício é a palavra do momento! Isso porque todo mundo quer o melhor celular, mas sem pagar caro por isso, certo?  Só é importante destacar que nem sempre um celular com bom custo/benefício vai ser barato, mas sim custar um preço honesto para todos as funcionalidades que ele oferece.  E é exatamente essa relação preço x qualidade que a gente avalia na hora de escolher os aparelhos. Então, não se espante de ver um smartphone mais simples em configuração na frente de um mais potente e vice-versa. No momento estou adorando este Celular.",5
"Gostei muito da pipoqueira cadense, a pipoca fica pronta rapidinho e sem óleo, recomendo e produto.",4
Precisa melhorar o filtro pq passa muito pó de café,3
"não estou me referindo ao produto, mais como pode o frete ser mais caro que o objeto.",1
"Ela brinca muito. Ela ficou bastante ansiosa na espera deste item.. E quando chegou, acredito que a satisfez pois brincou até tarde da noite.  O diário é cheio de funções, e tem um acabamento de brinquedo mesmo.",4
"Chego antes do dia marcado ,produto muito bom. Amei e recomendo.",5
"Produto ótimo, superou minha expectativas. Som muito alto, eu super recomendo.",4
"Bom dia, Avaliação ruim, porque ainda não recebi o produto. Flávio Afonso",1
"O produto não tem muito a ver com a imagem ilustrativa não! O material é uma malha bem fininha! Mas pelo valor tbm, não era de se esperar algo tão bom né!",2
"eu não recebi essa p..rra ainda ca..lho, 13 de atraso 27 dia da compra eu devo ter esperança ainda vou denunciar a loja no procom...",1
"Muito econômico, silencioso  e esfria muito rápido o ambiente.",5
Atende bem para a faixa etária de 4 anos. Além de ser um brinquedo seguro. Minha netinha adorou o brinquedo .,3
"Efetuei o pagamento e vocês cancelaram a venda, to aguardando me devolverem o dinheiro ! gastei 500 reais com vocês",1
"Lindo, compacto, fácil de usar e não possui aquela trava irritante de 30 segundos.. O forno é grande apesar do tamanho do produto.. Estou adorando.. Ah fácil de instalar..",5
Preciso saber o que vai ser feito. Meu produto não foi entregue ate agora. Era ate dia 13 de Dezembro. Vou fazer reclamaçao no reclame aqui. Procon. O que precisar ser feito vou fazer. É um desrespeito com o cliente. Era um presente de casamento.,1
"Muito bom, cumpre com o que diz na descrição. Estamos satisfeitos com o produto.",5
A CAPA NÃO DUROU UM DIA SEQUER. COM APENAS UM MANUSEIO ELA SE DESPRENDEU E NÃO ENCAIXOU MAIS.,1
VALE A PENA UM SIMPLES FONE  VALE A PENA UM SIMPLES FONE  VALE A PENA UM SIMPLES FONE  VALE A PENA UM SIMPLES FONE  VALE A PENA UM SIMPLES FONE  VALE A PENA UM SIMPLES FONE,3
"Secador bom, mas cumpre o papel de um secador mediano, não tem nada de especial. Não acho que vale o que custa, se eu soubesse teria investido mais em outro melhor ou menos em outro que provavelmente faria a mesma coisa.",3
"Esse celular eu recebi sendo que ele descarrega rápido demais, tenho que colocar ele pra carregar 4 vezes no dia as vezes até mais isso é um absurdo, odiei esse celular.",1
"Apesar da câmera frontal com poucos mp, ele é todo sincronizado com o gmail e tem recursos muito inteligentes.",5
"Produto excelente!  Água super gelada, bonito e fácil pra instalar.",5
"Ótimo custo benefício! O encaixe para que o bebê não caia é ótimo, é bem seguro. Fácil para escoar a água.",4
"Atendeu as expectativas, um bom presente, um belo acabamento...",3
"Tem gente falando que o produto é fino, é ralo etc.. Gente, puro engano! Minha mãe já  tinha uma panela da Rochedo, então encomendei essa e chegou antes do prazo, é qualidade sim é produto bom vale a pena!",5
Essencial para quem gosta dos clássicos do cinema de todos os tempos.,5
A lojas americanas não tem culpa  A culpa mesmo é dos Correios que horrível  Esse serviso tô esperando até agora é não  Chegou,1
"Ficamos satisfeitos, ótima resolução. Entrega rápida.",4
Minha irmã me indispuseste livro pois estou grávida e vcs estavam com um Ótimo preço e me entregaram rapidinho,5
"Não tenho o qui reclamar, É um excelente telefone, desde qui comprei não apresentou nenhum problema  é muito bom recomendo este celular pois é bom mesmo.",5
Bom e barato. Tamanho correto. Tecido bom. Entrega no prazo. Pretendo comprar outros da marca.,5
TUDO PERFEITO...A PARTIR DA  HORA DO PEDIDO ATÉ A ENTREGA...,4
"gostei do produto e recomendo, recebi na data certa não tive problema.",4
"A entrega foi rápida,gosto da fragrância embora pouca fixação",3
Vendido como ORIGINAL e NÃO é! Também veio com uma travinha quebrada.  Já fiz o relato diretamente na Loja Americanas e estou aguardando um retorno.,1
"Gostei muito do produto, e presente agradou muito à quem recebeu.",4
"Produto muito bonito , fácil de usar, entrega dentro do prazo.",4
Produto conforme anunciado. Entrega antes do prazo. Excelente vendedor.,5
Carrinho a coisa mas fofa toca musiquinha é tudo pode comprar é chega muito rápido ❤❤❤,5
Gostei do produto e da agilidade e atenção em entregar o produto,5
"Comprei sabendo que nao era um carregador original Apple, porem vi que tinha na FOTO, o simbolo da Apple, e acabei pagando mais caro que no mercado livre a mesma marca e modelo por 30% a menos, pedi a troca com o simbolo da Apple conforme a propaganda e nao me trocaram e forom GROSSO na resposta, sendo assim fica minha dica nao comprem na LOJAS AMERICANAS E COM A MAYMAX, pessimo atendimento e retorno.",1
"Até hoje não tenho informações sobre o que aconteceu com o meu produto,acompanhei pelo site direct tudo certo e rápido, mais vi que desde o dia dezoito de Dezembro de 2017 foi encaminhado pelos Correios de Belém para onde moro e até agora não houve atualizações do que aconteceu,sendo que fui no Correio da minha cidade e três vezes por semana ou mais chegam correspondências ou seja,também não é por falta de transporte, pelo menos queria saber o que aconteceu,sendo que já faz 17 dias que foi despachado para onde moro e não tenho mais notícias do que houve.",2
Recebi dentro do prazo e adorei o produto. Era exatamente o que esperava.,4
"O material é frágil, mas adequado ao valor do produto.",3
Produto veio com defeito( não funcionou). Não recomendo!,1
Ainda não posso avaliar esse produto por que não chegou no meu endereço. Estou pra mandar cancelar esse pedido.,1
ok estou fazendo o download para entra em uso   nnnn,4
bommm aparelho falta dá uma melhorada na câmera q deixa a desejar,3
"Atendeu as expectativas, chegou no prazo, foi fácil de instalar, produto silencioso, otimo custo beneficio",5
"Prefiro fazer minhas compra on  lane na americana, porque confio na empresa,sei que posso passar meu cartão de crédito  sem receio e os produtos são de qualidade, esse ano comprei todos os presentes nas lojas americanas  de duque de Caxias , os preços estavam ótimos.",5
"Secador muito bom,pequeno e leve do geito que minha esposa queria. Chegou antes do prazo estipulado pelo vendedor.",4
"Faz pouco tempo que comprei, mas a principio meu filho gostou muito",3
Não recebi o produto e não consigo contatar ninguém pelo telefone.,1
"Impossível avaliar,pois não recebi :/ ................. O texto de análise é muito curto.,......",1
"Boa tarde.  O plástico duro traz alguma dificuldade para retirar, talvez pudesse ser outro material mais fácil de remover.",4
O aspirador Funcionou satisfatoriamente.  Um pouco barulhento.  Esta é a minha avaliação  Att,5
"Foi entregue no prazo, o produto estava perfeito, bem embalado... O manual e bem detalhado.",5
Fiz hoje a instalação do  purificador e não  sai água simplimente isso!!,1
"Desempenho excelente. Capacidade de armazenamento mais que suficiente, e caso não seja pode se colocar um cartão de memoria adicional. Maquina fotográfica muito boa, com muitos recursos. Custo x beneficio do aparelho é excelente!",5
Rápido e com ótima bateria. A entrega foi bem rápida. Satisfeito.,5
EFETUEI A COMPRA EM 2 DE DEZEMBRO DE 2017 E ATÉ AGORA (02 DE JANEIRO DE 2018) AINDA NÃO RECEBI O MEU PRODUTO.,1
Não compre se for dá Up2games ela rouba seu dinheiro ! É vergonhoso como a americanas tem parceria com esse lixo de loja !,1
"Chegou muito rápido, e o celular e perfeito, amei.",5
"Ja fiz de tudo q nao consigo configurar o roteador repetidor de sinal wi fi Deveria vir com um cd de instalação, q nao veio, e nem veio tbm um manula de instruções ensinando a configurar e instalar o parelho. To com ele parado, e me foi uma compra inutil.",1
Não veio produto igual eu comprei. Mercadoria com frete super caro e com um demora enorme na entrega. Não comprem,1
"Produto de qualidade,preço muito bom um dos melhores dentro da sua linha.",4
"Recomendadíssimo, excelente custo é benéfico.  Produto de qualidade!",5
"Produto enviado dentro de uma caixinha de papelão que manteve a caixa original do lego intacta, muito bom recebê-lo em ótimo estado de conservação. Entrega dentro do prazo.",5
O produto correspondeu as minhas  expectativas.Super recomendo comprar nas Americanas.Chegou no prazo determinado.,5
"Entrega perfeita da Americanas! O livro em si é muito bom, muito bonito e com lindas ilustrações. Como tudo que a JK escreve, essa e outra obra linda. Um discurso muito motivador !",5
"Ao término do preparo, uma grande quantidade de pó está no café, ou seja o filtro permite a passagem. Não gostei, não recomendo.",1
Foi bem oque eu imaginei. A entrega foi até rápida.,4
"Ótima qualidade, chegou no prazo e já vem com o gancho para prender na parede",5
"Acredito que para ser transportado via Sedex, o produto deveria receber uma embalagem mais segura, talvez envolvendo a mesma em plástico bolha.",2
Custo x Benefício muito bom! Entrega rápida e com qualidade.,5
Não consegui assistir um capitulo em cada dia. Assisti tudo em apenas três dias. Vicente Morgado,4
"Gostei do produto, principalmente pelo tamanho da jarra. Grande, não tem problemas para liquidificar sem que fique escorrendo como os demais produtos;",4
"Não vale apena, pois ele resseca muito o cabelo, muito mesmo. Pelo valor do produto isso é inaceitável. há produtos no mercado que são mais baratos. Eu não compraria novamente. Um ponto positivo é que não deixa o cabelo manchado de roxo. O maior desafio de uma mulher  loira é deixar o cabelo com um aspecto saudável, e com toda certeza vai de em contro com isso. Por isso, torna-se totalmente inviável o produto.",2
"A marca Seagate até então vem se apresentando como de otima qualidade, portanto teremos que usar o HD externo ao longo dos anos para comprovação se continua com toda a qualidade esperada.",4
"Só demorou na entrega, problemas durante a entrega nós Correios, entre outros fatores.",5
Satisfaz as necessidades diárias para quem tem um bebê.,3
"Quando fiz a compra o prazo era de 10dias, dai no email de confirmação o produto tinha mudado a entrega pro dia 10 de janeiro, atá agora ñ recebi nada, fora que era presente de natal.",1
"Gostei muito, ficou lindo e é de ótima qualidade! Entrega dentro do prazo",5
o produto ainda não foi entregue (veio outro produto que não foi o comprado),1
"Prático e útil para o dia a dia, super recomendo pra quem estiver procurando produtos similares.",5
"Excelente produto, perfeito para quem trabalha com locação ou para quem tem filhos!",5
"Muito instrutiva...material muito bom, dois idiomas...português e inglês  para despertar na criança som e vocabulário...amei e a criança apaixonou!!!",5
"O produto superou as expectativas, é ótimo e tem várias opções de café, chá e chocolate.",5
"GOSTEI MUITO DO PRODUTO. COMPREI 3 KITS COM 10 . MEUS MENINOS USARAM, FALARAM QUE É BEM CONFORTAVEL E MACIO. LAVEI E CONTINUA MUITO BOAS. O PREÇO É MUITO BOM",5
"Possui uma maquina da Nespresso tb, e vou te contar que a Dolce Gusto nao deixa a desejar. A combinação e variedade de sabores entre cafes, chas, achocolatados, capuccinos é mto grande. E com otima qualidade. Me surpreendeu! Recomendo a todos.  Cafeteira bonita, funcional e boa de verdade.",5
"Para quem tem um pequeno espaço esta TV é ideal, ótima imagem...muito boa.",5
"Eu estava ansiosissima pra usar o modelador de cachos, mas infelizmente, qdo fui usar veio a decepção, não está funcionando. Gostaria de saber como faço pra resolver esse problema. O que pode ser feito!??? Aguardo uma resposta.",1
"Parece fev Ian qualidade mas, preste atenção pq o infantil é bem Pequeno mesmo.",4
"adorei o produto, chegou no prazo solicitado, dentro das expectativas, muito obrigada",4
"Chegou antes da data, um ótimo produto. Super recomendo.",5
"Nas especificações não fala o tamanho do produto, não achei",3
Produto muito bom. Atende as expectativas. Produto muito bom. Atende as expectativas. Produto muito bom. Atende as expectativas. Produto muito bom. Atende as expectativas. Produto muito bom. Atende as expectativas.,4
"Nada a reclamar, realmente seca o cabelo bem rapidinho!",4
Box excelente!!!! Dois jogos e um filme de ótima qualidade.,5
"Bom produto, mas um pouco demorado. Demorado no preparo dos alimentos, mas muito eficiente.",4
"Faltaram as buchas duplas e o batedor de calota. A intenção era que o Mototico fosse um presente de Natal. Infelizmente, as buchas duplas só chegaram depois do Natal (uma semana para entrega mesmo com o envio por Sedex já que os representantes da Bandeirantes no RJ também não tinham a peça). Para aumentar a decepção, finalmente na hora da montagem percebemos que também não havíamos recebido o batedor de calota. Para completar. a cestinha veio torta. Não recomendo a compra do Mototico Baby Alive Bandeirante. Decepção total.",1
"Ótima tv, qualidade de imagem impecável e sem contar a entrega super rápida...",5
"Água gelada ou natural, na temperatura certa. Baixo nível de ruído. Recomendo!",4
"Produto ofereçe o que prometeu no anúncio, entrega muito rapida bem antes do prazo",3
Já tenho vários protocolos com vocês a mais de um mês informando que não recebi o produto e vocês não me dão retorno.,1
Boa noite ! Gostaria de salientar que o produto veio sem um dos parafusos que fixam as rodinhas traseiras laterais. Tive que improvisar um outro parafuso para que meu neto pudesse usar o presente deste Natal.  Atenciosamente:,4
"Pra mim só faltou o slot do SIM não ser híbrido, pois esperava usar dois chip's e o SD, no mais até agora estou satisfeito. E a entrega foi bem antes do previsto.",4
"ao encaixar as peças elas não seguram muito bem ficam soltando uns dos carrinhos começou a falhar até que parou de funcionar,pelo valor achei que o brinquedo seria melhor !!!!!!!!!!!!!!!!!!!!!!!!!!!",1
"Gostei muito, preço bom entrega rápida e produto muito top!!!  Esse óculos é muito loco, tem um detalhe dentro roxo que parece o universo, muito bonito!!!  5 ESTRELAS NA AVALIAÇÃO.  att, Kleber de Joinville!!!",5
"Não conhecia o perfume original. Esse pirata tem que gastar o vidro inteiro para exalar algum cheiro, que some logo. Ridículo a Americanas ter esse parceiro.",1
"PRODUTO BOM BOA QUALIDADE CHEGOU TUDO CERTO, PRAZO TUDO OK.",4
"Tem certeza que o preço está certo?????? Americanas, ""queimou o filme"" com isso aí, hein....... Que idiota!",1
"O aparelho é bom, só que tem horas que o touch trava. Referente a câmera já vi melhores por ter 12 MP acho que a imagem deveria ser um pouco melhor.",3
"O produto atendeu minhas expectativas, um bom limpador para piso de madeira.",4
"Recebi o produto antes da data, achei muito bom, tudo certo",4
"Muito fraca a resistência , não esquenta muito, consequentemente demora muito p assa a carne. Minha vontade é troca o produto pois acho q está com defeito . Não parece normal .",1
o produto veio e fui atendido pelo sac quando fiz prgntas. recebido e  gostei do produto.,3
Otimo para fazer sorvetes saudaveis. Vale a pena. Vem com livro de receitas,5
Excelente produto! Realmente tem uma ótima pressão! Compre sem medo!!!,5
"Muito bom cumpriu o prometido, parabéns, eu indico para todos amigos e familiares.",5
a adega nao cabe garrafas maiores de vinho. Me arrependi.,1
"Recebi o produto em minha residência dia 22/12 e após algumas dias de uso, hoje dia 02/01 uma das baterias não carrega mais, péssimo produto, não durou nem um mês, e o pior é que não pode pedir pra trocar devido a política lixo deste site.",1
Fiz a compra dia 3 de dezembro se não me engano e até agora a nota fiscal  não foi emitida mto insatisfeita sem nenhuma notícia do produto e já vou pagar a segunda parcela e nada,2
produto bom porém veio cheio de batidos/descascados nas pontas e sem furação completa nas portas,3
Um notebook com o design bem mais bonito que eu imaginava. Desempenho maravilhoso. Entrega rápida.,5
"Agradeço pelo compromisso, obrigado. ,............ ........... ....",5
"Muito bom, pratico e eficiente. Estava precisando de um aparador de pelos e como já vi que alguns amigos tinham este, decidi comprá-lo, mais que recomendo!",5
Gostei da TV tem uma excelente resolução e de fácil uso,5
tem bastante extras e pra quem é fã precisa ter. Minha namorada adorou.,5
Para quem gosta de vinho...mai que recomendo. Produto TOP!,5
ótimo produto muito pratico o bebê adora ficar deitado e facilita muita a movimentação do mesmo.,5
"o produto é de boa qualidade, chegou dentro do prozo programado e em perfeito estado.",5
é conectar e usar... (levando em consideração que os drivers estejam instalados claro...),5
"Chegou tudo antes do prazo, bem embalado e sem nenhum problema.",5
Gostei muito do produto! Vale a pena pelo custo/benefício.,4
Pelo preço que paguei não tenho o que reclamar muito bom,4
"Chegou antes do prazo e muito bem embalado. Encomendei três (azul, amarelo e verde) e vieram na mesma embalagem... Tecido leve e muito bom para levar na maternidade para facilitar a troca do bebê... :)",4
Comprei o produto antes de avaliar o software. São inúmeras as reclamações. Estou tentanto achar um outro compativel. Adquiri 2 câmeras e até hoje não consegui utilizar como prometido.,1
"Adquiri um exemplar deste circulador de ar excelente. Ele oscila,prático,posso levar pra qualquer lugar,sem precedentes. Parabéns Britânia pela fabricação e parabéns a Americanas por vender um aparelho que atende às necessidades dos clientes. Lembrando que comprei também na Americanas dois celulares da Samsung.",5
"O produto é muito bonito, estou muito satisfeita com minha compra.",4
"O produto é bom, porém foi entregue atrasado, após o natal.",3
"Funciona muito bem . Fácil de instalar , chegou no prazo correto .",4
"Fiz o pedido pelo site paguei, porém nunca recebi!! Mas o valor ainda está la, sendo debitado na minha fatura!! Roubam meu dinheiro e não mandam o produto!! Ou seja, estou sem dinheiro e sem produto",1
excelente!   super bem humorado! entrega super rápida,5
Fiz minha encomenda no início de dezembro e já passou o prazo de entrega e o produto não foi entregue!,1
"Apenas uma redomendacao, deverie ser escrito no site de que essa ferramenta nao pode ser utilizada para furar cimento ou concreto porque nao tem a funcao martelo.",3
"Os talheres são bem bonitos, com um desenho elegante e peso interessante. Não é tão leve como alguns mais baratos. A única ressalva é quanto ao acabamento de algumas peças, pois achei que poderia ser ainda melhor. Mas vale muito a pena. Ótimo custo-benefício.",5
"Extremamente baixo e pequeno, fácil de montar, porém com um manual de instruções ruim, Ficou parecendo algo de criança brincar de tão baixo.",2
"Não funciona, pura enganação... prende de um lado e solta do outro.  Se vc tentar recolocar numa vasilha recém saída da geladeira, esqueça.",1
Super recomendo...otimo produto tudo em perfeito estado e dentro do prazo de entrega.,5
Brinquedo de criança. Vaza muito ar e não serve para tocar. Produto chinês sem garantia da Hohner. Comprei por impulso e pelo nome da marca. Depois de consultar especialistas vi que fiz besteira em ter comprado.,1
Adorei a cor. Não gruda nada. Usei uma vez só. Espero que continuem com a msm qualidade,3
"O celular é ótimo! Atendeu bem às minhas necessidades e expectativas. A bateria suporta muito bem, os comandos são rápidos, práticos e eficientes. Excelente aquisição!",5
"Muito bom, a escada e de espuma e amortece a subida e decida.",5
"Não recomendo. o copo vaza o conteudo, molha a bolsa, lancheira...",1
O Material do livro é de ótima qualidade. A leitura é leve e divertida. Meu irmão adorou!,5
Eficiência na entrega e cumpriu o combinado na qualidade do produto.,5
Cumpre sua função porém faz muito barulho. Estou satisfeito.,3
"Muito bom produto.  Recomendo a compra.  Gostei muito do produto e a utilização é muito prática.  Cordialmente,  José Valério",5
O produto que adquiri foi o azul escuro e me foi entregue o azul claro. A qualidade do produto também deixa a desejar.,1
"Produto de ótima qualidade, entrega rápida, e muito bonita a camisa eu recomendo.",5
recomendo produto muito bom material de boa qualidade.,5
"Muito Bom!! Otimo Para se exercitar em casa, super resistente, otimo acabamento",4
"Produto entregue bem antes do prazo, em perfeitas condições e está funcionando satisfatoriamente.",4
"É um bom produto para  usar no dia a dia,  Que eu recomendo  para qualquer pessoa Esse produto.",5
"Fiz uma excelente escolha, o celular chegou no prazo e ainda consegui acompanhar toda o encaminhamento do aparelho !  Com certeza Índico e irei realizar mais compras pelo site !",5
"Parabéns Americanas, produto lindo, design ótimo, bateria com grande durabilidade.Entrega antes do prazo!! Super recomendo!!!",5
"Bom e bonito pra organização dos temperos. Achei frágil, mas pelo preço nem posso reclamar.",3
Como vou avaliar o produto se ainda não recebi.Péssima entrega.,1
"Produto muito bom, perfeito para comodidade do dia a dia",5
"Gostei muito do produto, e recomendo, produto bom, entrega dentro do esperado",4
muito bom o produto meu filho adoro e bao que a gente interage muito para montar,5
Entrega pronta. Produto otimo em todos os aspectos com funcionamento muito eficaz,5
"Tamanho ideal para espaços pequenos e crianças, diversão garantida, fácil montagem e material resistente!",4
Adorei super recomendo e melhor chegou antes do prazo,4
"Olá, gostaria de relatar que o carregador de bateria que veio não tem entrada compatível com a bateria e por isso, não carrega! Preciso de ajuda!  Obrigada, Diana 98346-9890",1
"Recebi o produto incompleto, não utilizei ainda por isso não consigo avaliar, não veio o cesto de legumes.",2
"O produto é  ótimo,  mas a loja não  é  mais,  quem ler essa avaliação  recomendo procurar outra loja pra comprar, não  respeitaram  os prazos de entrega, demora de um mês  pra chegar!!!!",5
Amei minha árvore de Natal decorada veio tudo certinho nota 10,5
O produto é muito bom e recomendo. Traz a comodidade de carregar a bateria de forma muito rápida.,5
a bateria dura um mês você fazendo a barba duas vezes na semana,4
gostei  muito desta marca  tenho 6 Samsung na minha casa,5
Chegou antes do esperado e era do jeito que eu queria,5
Produto conforme anunciado. Estou feliz com a compra.,5
PRODUTO MUITO BOM ATENDIMENTO EXCELENTE E ENTREGA NO PRAZO. PARABENS.,4
"Tudo perfeito a entrega sem atraso ,o produto em perfeitas condições recomendo.",5
"Fiz a compra no parceiro PAIZÃO STORE, recebi o produto no prazo, mas a bateria não funcionou no celular, não consegui ligar e nem carregar o aparelho. Solicitei o cancelamento e devolver o produto. Ainda estou aguardando, muita demora. Não recomendo, pois o produto não deve ser original e ainda veio com defeito.",1
Produto lindo entrega foi muito rápido eu amei tudo,5
Gostei muito do produto. Até agora não tive problemas.,5
"Praticamente igual o Moto g5 normal. Se o moto g5S tiver mais caro que o moto g5, nao vale muito a pena. Mas quando comprei estava praticamente mesmo preço.",4
"Apesar da demora inexplicável, instalei o produto em uma loja especializada e está atendendo minhas necessidades.",3
"Não é um ar condicionado, mas funciona bem, esfria a área que está ventilando. Uso no quarto da minha filha. Não faz mais barulho do que um ventilador. Gostei bastante!",4
"Produto ok, fez o que tem que ser feito e chegou no prazo.",5
Fiz a compra no dia 5/12/2016 e infelizmente estou aguardando até hoje...03 de janeiro de 2018.  Não posso avaliar porque até hoje não recebi o produto. Achei que o mesmo chegaria até o natal mas até hoje não recebi. Uma pena. Total falta de respeito.,1
O produto atendeu minhas expectativas. O produto atendeu minhas expectativas.,4
Ótimo produto... entrega rápida e segura... até nenhuma reclamação... produto super recomendável,4
"Dura muito mais do que imaginava, me surpreendi com o produto. Excelente!",5
Mais um para coleçao. Mt bom entrega foi otima tudo perfeito,5
"Amei o celular, e a entrega foi muito rápida bem mas rápida  do que esperava.",4
Comprei 4 pneus em 01/12 para viajar com a família em 28/12. Paguei boleto 4/12. Iriam entregar em 18/12. Em 20/12 tive que cancelar pois não emitiram nota fiscal. Estou esperando alguém me devolver o dinheiro. Acho que deve ser a americanas.com. Ninguém entra em contato . Só e-mail automático. Péssimo sac. E minha viagem.... com carro pequeno. Porque a caminhonete está esperando pneus novos. E eu esperando eles devolver meu dinheiro. Este site é péssimo nunca mais compro por aqui.,1
Celular muito bom.  Atende as espectativas! Todas as funções são ótimas.  Snap câmera perfeito.,5
"Qualidade excelente. Vale a pena adquirir. Além de ser um ótimo produto, é de fácil utilização. Facilita muito a vida.",5
"Produto pratico, potente e de fácil utilização. Recomendo que observe sempre os preços pela internet pois costumam ser bem mais barato",4
"É um ótimo produto tem se a ideia de cinema, penso que o consumidor não se arrependera.",4
"Muito boa, esse modelo não acompanha filtro removível como as demais marcas,nada que impede seu desempenho!",4
Comprei esse óculos e a cor é diferente da que aparece na imagem acima. Decepcionada!,1
Não compre - depois de dois dias de uso já descolou a parte que encaixa no celular da capa de couro (que nem sei se é mesmo couro).,1
bom aparelho MAIS ainda está caro mais se abaixar vou comprar,5
"Ótimo aparelho, não trava durabilidade da bateria boa, pelo tamanho dele é super leve, eu recomendo, pode comprar.",5
"ENTREGA SUPER RÁPIDA, E PRODUTO EXCELENTE, RECOMENDO A COMPRA.",4
Produto de ótima qualidade. Entrega dentro do prazo combinado.,5
"O problema é que comprei o produto e não recebi, só posso avaliar como péssimo, quero o meu produto, pois paguei por ele, vou entrar no reclame aqui.",1
"Ótimo produto, fiel à fotografia, de ótima qualidade, superou minhas expectativas.",5
"o game já fala por si só e mto bom, e o que eu gostei mesmo foi da entrega bem rápida chegou muitos dias antes do previsto Loja Americanas voces estão de parabéns sempre irei continuar comprando com vcs. grato",4
"este é o 5º equipamento idêntico que já adquiri, e ainda estão funcionando bem",4
Não recebi o produto até agora. Me foi enviado uma outra mercadoria. Já fiz a devolução e continuo esperando uma solução,1
