texto,rotulo
"Só precisou de uma antena interna, o que facilitou a instalação",5
"produto de boa qualidade, funcionou bem e entrga rapida",4
É um sait seguro os produtos são muito bons eu recomendo,5
"Ventila bem e é silencioso. Adorei. Tive um problema na entrega, mas foi resolvido rapidamente.",5
"Produto leve e bem pequeno, bom pra viagem, seca bem o cabelo, porém é muito barulhento comparado com outro q tinha. Mas é um bom custo benefício, principalmente por poder mudar a voltagem.",3
o Porteiro Residencial Intelbras IPR 8000 é otimo. volume alto. recomendo.,4
ainda não usei por isso não tenho que falar muita coisa sabre o produto,5
"O produto cumpre o que promete, tornar o uso de wifi prático e eficiente.",4
Não alisa os cabelos direito. Só esquenta muito mais não fica bom.,1
Comprei o jogo Gears of War 4 para Xbox one mês passado para presente da loja Games Now e para minha surpresa o jogo não roda por lei alguma.,1
Quebrou uma pecinha que segura a lâmina. Poderiam ter reforçado essa parte do produto.,1
"Pedi, paguei, venceu o prazo da entrega e ainda NÃO RECEBI o produto. Na hora da compra informaram 9 dias úteis, quando finalizei já passou para 10 dias úteis. Passou o prazo e só a nota foi emitida, nem foi para transporte ainda. VOU DEVOLVER !!!!!",1
"Excelente produto, cumpre o que promete. Som ótimo, duração da bateria muito boa.",5
"Tinha expectativas altas pelo produto e todas foram atendidas. Utilizo tanto para trabalhar com uso de programas como Photoshop, quanto para jogos.",4
"Após instalação na minha geladeira, consigo fazer viagens internacionais e ainda tomar uma cerveja gelada, espetacular, minha gelosa agora vai de 0 á 100 em 3 segundos.",5
"Ao instalar o equipamento, perceptível a redução do fluxo de água.   Entramos com um fluxo e a vazão foi menor, não dando condições de movimentar os aspersores.  Para mim não serviu de nada",2
"PRODUTO: Smart TV LED 49"" LG 49LJ5500 Full HD Conversor Digital Wi-Fi integrado 1 USB 2 HDMI webOS 3.5 Sistema de Som Virtual Surround Plus.  Estou gostando, atende ao esperado, tem uma boa qualidade de imagem.  Entrega no prazo.",3
"Amei o produto e a entrega super rápida,americanas ta de parabéns!",4
Qual o tamanho da caixa desse relógio não tem na descrição,3
"Bom dia!  Informo que o meu produto veio danificado, entretanto, mesmo tendo enviado o comunicado para devolução do produto no dia seguinte ao recebimento (ainda dentro do prazo de arrependimento), ainda não obtive o cupom de troca do produto, fato que está incentivando a minha reclamação contra lojas americanas e parceiros, junto ao Juizado Especial Cível, pois ao considerar o princípio da boa-fé que rege a relação de consumo, sinto lesada pela política de devolução das empresas prestadoras do serviço.  Atenciosamente,   Rosinete",1
"O produto veio com defeito.Seguindo orientações de vocês,  e após receber o Código de Postagem Reversa da empresa Sintomatica, postei o produto na agencia dos Correios no dia 12/12/17. Até agora, 03/01/18,  não recebi nenhum comunicado informando o recebimento do produto nem tampouco o crédito referente ao valor do produto foi creditado na fatura no meu cartão. Solicito que verifiquem o caso e tomem as providencias necessárias.",1
"E muito lindo  estou esperando ele chegar, mas e de otima qualidade, vem bem embalado gosto muito de comprar nas americanas recomendo.",4
Chegou antes do prazo.atendeu as expectativas.satisfeita,4
Recomendo a todos. Muito bom livro. Bem explicado e de fácil entendimento.,5
"Cafeteira Elétrica Britânia CP38 Thermo inox: Não vale a pena, o café já sai frio e para colocar na xícara tem que virar a jarra de cabeça para baixo. Erro de projeto.",1
"Ilumina bem é grande, tem fio terra, só não vem com manual de instalação, mais foi fácil",4
"Patinete não presta..não funciona. Estou ha uma semana tentando devolver e receber meu dinheiro de volta e não consigo ajuda nem da Magazine Cecilia e nem da Americanas...não recomendo. Dinheiro jogado no lixo. Comprei de natal para meu afilhado e tive que correr dia 26/12 em uma loja para comprar outro..paguei o dobro do preço, mas não podia esperar uma resposta dessas lojas. Decepção total",1
Bom Produto por um preço recomendo a loja. O resto é para encher linguiça.,3
"Recomendo, chegou antes do prazo combinado, em perfeitas condições.",5
"É um bom produto, recomendo sim compra que vc não vai se arrepender!",3
"ÓTIMO, MUITO BOM! O PRODUTO FUNCIONA PERFEITAMENTE.",5
"O produto não atendeu as minhas expectativas. A sua durabilidade não é boa, pois fica apenas meia hora ligado ( mesmo passando horas e horas carregando).",1
produto de excelente qualidade. de acordo com as imagens. Entrega rapida.,5
"Quem estiver pensando em comprar, não compre a mesa veio quebrada, eles tiveram muito descaso",1
"Produto bom, muito útil, atendeu as minhas necessidades.",4
"Lindas bonecas, ótimo preço. Vale a pena a compra. Entrega no prazo porém não atualizou no sistema o rateio.",5
"Não recebi a mercadoria nem o dinheiro de volta. Solicitei o cancelamento por não terem entregado o produto. Não recebi resposta, nem o dinheiro, nem mercadoria.",1
"Meu filho ficou encantado, levou dois dias inteiro para montar, já me pediu outro.",5
"Comprei mais pelo espaço na nuvem. 5 contas com 1TB por 1 ano, vale muito a pena.",5
"O produto veio faltando peças, tipo os cabides, as roupas e o varal.",2
Minha filha amou! E a entrega foi feita antes do prazo...acjei ótimo.,4
O produto há chegou com defeito. Infelizmente perdi a nota fiscal e não pude fazer a troca. Além disso o site diz que a fonte é original mas não é.,1
"Perfeito, to adorando trabalhar com eles, deu um tok chef no meu trabalho de confeiteiro",5
O produto é bom porem quando coloco na velocidade máxima ele fica fazendo um barulho tipo como se tivesse algo folgado.,3
"Minha sobrinha adorou, é o presente que ela queria de Natal",4
"Tive que colocar a peça fixada num vidro , aplicar calor para devolver forma original . Caso não tivesse feito isto a peça estaria perdida . Pessoas sem maior desenvoltura com atividades manuais teriam devolvido a peça. Digo as peças pois as duas vieram com o mesmo problema em um dos lados de sucçao .....    Algum chinesinho trabalhou mal do outro lado do mundo.",2
"A criança na qual recebeu o presente adorou, o produto é bacana, só a entrega que achei demorada, chegou no último dia do prazo, que foram quase 15 dias, com as lojas americanas nunca tive esse tipo de problema, a compra chega bem antes do prozo final. O produto é de uma loja do Market Place da americanas.",4
O Produto é excelente Custo-beneficio e Fácil de usar!!!,5
"Produto bom e de otimo acabamento,produto bom e otimo acabamento,produto bom e otimo acabamento",4
O produto é bom porém a imagem ilustrativa é uma farsa pois o produto é bem pequeno e quando comparado o valor pelo tamanho acho muito caro. Fui lesado ou talvez estou fiz negocio com um grupo de 171,2
"EU NEM RECEBI O PRODUTO E VOCÊS PEDIRAM PARA AVALIAR DESCULPA O PORTUGUÊS CLARO MAS ISSO É SACANAGEM!!!SE O PRODUTO QUE COMPREI NÃO CHEGAR NO PRAZO QUE FOI PROMETIDO VOU FAZER BOLETIM DE OCORRÊNCIA NA POLÍCIA, RECLAME AQUI E PROCON!!!",1
Muito fácil de montar e pelo preço o material é de qualidade! entrega antes do prazo.,4
"Tem que ficar claro os dados do produto, por exemplo, tamanho, etc....",3
Não entregaram o produto Disseram que o endereço estava incorreto mas a própria lojas Americanas já entregou um pedido .,1
"Excelente, material de ótima qualidade, fácil manuseio para os pais e para as crianças.",5
"até o momento , boa. Primeira vez que uso, minha opinião se resume em alguns dias.",4
Ótimo para colocar a massa e fazer cupcakes com muita praticidade.,4
Vários efeitos especiais para a meninada dar seu show.,5
Muito pratica e eficiente. Fácil de limpar. Se tornou um móvel em minha área de lazer...,4
Perfume super cheiroso.Indico para quem gosta de fragrância forte.,4
"O brinquedo é divertido, fácil de montar e meu filho adorou. Precisa de uma pilha C.",4
"Uso para trabalho, produto muito bom, atende minhas necessidades.",5
"O protudo vei comforme o combinado ,tudo lacrado e bem embalado",4
"A cadeirinha não oferece nenhum conforto para a criança, visto que o assento e encosto não são acolchoados. Na verdade são tão duros que mesmo na hora de instalar quando colocamos a mão a mesma dói. Deveriam colocar mesmo que fosse fina, uma camada acolchoada principalmente no assento.",2
"Primeiro, desde as confirmações no meu não recebi nada, não recebi nota fiscal e aqui no site dizia que já tinha recebido, quando chegou o produto chegou na cor errada, não veio tbm a NF na caixa tive que pedir uma segunda via, quando enviaram ainda chegou uma nota fiscal de um aparelho na cor dourada, sendo que eu pedi cinza e chegou preto. A loja comprada foi ELETEOBEST, parceira da Americanas, pior compra que eu já fiz na internet, não pelo produto que é muito bom, mas pela loja que teve um atendimento péssimo.",4
Excelente produto... Só acho que a música poderia ser mais alta!!!,5
Entrega antes do prazo estipulado... excelente produto!,5
"Amei o celular, ja estou com ele ha 20 dias e estou amando, principalmente a câmera que tem flash frontal maravilhosa!!  Nunca consegui tirar boas fotos a noite, agora tiro e ficam lindas!",4
Muito boa a cafeteira. Prática e bonita. O café fica pronto rapidinho. A entrega foi rápida e o produto em perfeito estado.,5
"adorei, produto de ótima qualidade e foi dentro do que eu esperava",5
"O andador é ótimo e interativo, fazendo com que a criança fique atenda a qualquer tipo de barulho ou movimentação!  Ele é super seguro, não tomba, em degraus ele contém um sistema de segurança que trava o andador e ele não consegue avançar, excelente produto! Meu filho está aproveitando muito! Agradeço a entrega rápida e antes do devido prazo da Americanas!",5
"O produto chegou no prazo e em nom estado, mas foi entregue em outra casa, e a pessoa que foi muito honesta e não me conhecia entregou para um vizinho meu que me entregou, uma grande falha da loja americanas.",3
"O produto é muito ruim, em menos de 20 dias tive problemas com a tela que diz ser ""Super amoled"" mas apresentou problemas e hoje menos de 3 semanas de uso a tela é impossível de vizualizar.  Comprem MOTOROLA, o aparelho é muito melhor e muito mais resistente, sempre tive Motorola e fui cair na besteira de comprar esse aparelho dessa marca sem qualidade...  ATendimento da Americanas até agora não consegui retorno...",1
"Além da rapidez da entrega, o produto realmente condiz com a oferta. Recomendo.",5
"Houve um problema no transporte ou na embalagem, a película de vidro chegou quebrada, não reclamei porque eu não teria como provar que não foi eu quem quebrei. Não fosse por isso os produtos são excelentes.",2
"Excelente produto para destravar mylink, tv, video e câmera de ré.",5
"Inúmeras coisas que desagradaram na compra deste produto.  1 - veio faltando peças; 2 - muito difícil de montar e o manual de instrução não ajuda Muito, as imagens são escuras, difíceis de visualizar;  3 - qualidade muito ruim do Material, as peças não encaixam e não há estabilidade no brinquedo.",1
"Mto fraco, na descrição nao dizia ser se plástico. Nem outras características, q as especificavam. Nao era o q eu queria, acabei comprando errado.",1
"Produto entregue maravilhoso, faz exatamente o que promete!",5
"O móvel nem sequer fica em pé direito, tem que segurar ele pra abrir a porta, bem mal feito, qualidade ruim, só serve pra quebrar um galho mesmo.",1
Produto de ótima qualidade e ficou lindo na minha cozinha! Entrega rápida e atendimento da LCG ELETRO excelente!,5
Produto de ótimo acabamento e qualidade. Entrega no prazo.,4
"Quero comprar pra casa todaaaa! Preço excelente e qualidade nota mil! A loja Lcg eletro foi muito atenciosa na compra, super recomendo!",5
"""Tudo Conforme combinado, chegou no prazo indicado e produto de otima qualidade !!! """,4
"Demora no envio, veio com lascado na lateral, produto grosseiro nada a ver com o original da Motorola. Não gostei e não estou nem usando... Dinheiro jogado fora.",2
"Gostei muito,superou as expectativas,recomendo! O produto chegou antes da data prevista,estou satisfeito.",3
Custo benefício compatível. O produto atende bem às necessidades básicas.,4
"Adorei o celular, é excelente e foi além das minhas expectativas. No entanto, o serviço de entrega da loja não é eficiente pois paguei pela entrega rápida e recebi com o tempo da entrega normal.",5
DEI DE PRESENTE DE NATAL A MINHA MÃE E ELA ESTÁ  ADORANDO O CELULAR.,4
"Comprei para o quarto mas estou pensando em comprar para casa inteira, fica muito moderno! O atendimento da empresa Lcg Eletro também foi excelente! Recomendo",5
"Só não pedi a devolução do dinheiro porque a loja foi 100%, entregou o que vendeu, muito bem embalado, e no prazo certo, porém a Philips devia se envergonhar de vender um produto péssimo como este, o cancelamento de som não funciona e para usá-lo como fone apenas é horrível, pois tem um módulo que vai uma pilha que fica pendurado e além do mais o cabo (gigante), enrosca o tempo todo. Olha, acho que foi o pior produto que já comprei. Vergonha de vocês Philips! Foi para o lixo.",1
Produto resistente e de qualidade pena que so tinha branco,3
O vendedor cumpriu com os prazos e o produto veio bem embalado.,4
"Aparelho excelente, preço oferecido muito bom, agilidade na entrega realizada pela loja. Superou expectativas.",4
Produto de ótima qualidade. Atendimento de qualidade. Muito ágil.,4
A coifa faz o que promete. O produto é muito eficiente e bonito!,5
Recomendo este produto!! Boa qualidade Envio imediato.,3
A unica coisa que me decepcionei foi com a entrega do produto pois demorou 27 dias para chegar,3
Produto de ótima qualidade e muito lindoooo! Quero comprar pra casa inteira. Loja lcg eletro com ótimo atendimento. Mayara,5
Achei frágil demais. Material de média qualidade. O valor não foi caro mais mesmo assim não vale o produto.,3
"Rápida, prática , não uso mais vassouras . A modernidade num motor potente porém silencioso .",5
"pelo preço otimo produto, otima loja, compraria novamente com certeza no que for necessario",5
A única reclamação foi o inconveniente foi na entrada.,5
Muito potente e de ótima qualidade! Atendimento da empresa Lcg Eletro nota 10! Recomendo,5
Demora de fazer a leitura mas quebra o galho  .................,3
"Celular elegante, e de extrema qualidade, a entrega demorou, mas a qualidade do produto fez valer a espera.",5
"O produto foi teve a entrega dentro da normalidade, de qualidade e perfeito para minha necessidade. Porém o mesmo não veio acompanhado do Kit de bits o qual está na descrição o produto e também na imagem. Desde o recebimento estou entrando em contato com o atendimento ao cliente porém não obtive uma resposta concreta e adequada para a resolução do problema. Espero que possam resolver o mais breve possivel. Apesar desse contratempo, o produto em si recomendo.",2
"Não recomendaria pelo transtorno que me foi para conseguir gerar a nota fiscal e para a empresa enviar o produto a transportadora, tenho certeza que se eu não houvesse enviado os e-mails que enviei reclamando, nem a nota fiscal teria sido gerada.",2
"Um produto prático para usar, fácil de guardar e de peso leve. Muitas opções de uso, por exemplo, usei para bater kefir com frutas, bater sopa abóbora e batata em creme, sucos de frutas e patê de sardinha. Gostei muito do produto e vou continuar testando para outros usos.",5
não posso avaliar um  produto que ainda nao recebi,1
estou esperando o produto ainda a loja nem codigo de rastreio me passou nem sei onde esta o produto.,1
"Banquetas bonitas, feitas com material de qualidade, recomendo a compra.",4
Minha esposa já usa há algum tempo e gosta bastante.,5
"Estou com moto Z2 PLATINUM a pouco tempo fazer um mês com ele, só que NÃO gostei do tempo da bateria usando moderado e as vez constante descarregar rápido... câmara o foco não é lá essas coisas só presta local que não tem muita luz.... Agora designer do celular tirando a ondulação da câmara o resto é top!  E por um valor de 1.800 em um celular desse pra mim não compensou buscava algo melhor!",2
Ficou bem bonito na sala.. chegou super rapido.. otimo custo beneficio,3
"Existe os pontos positivos e negativos... O celular tem ótimo funcionamento, porém não sabia que a bateria não era removível. Ele esquenta não sei se é normal. Não gostei do modo da colocação do chip,  achei bem frágil.",4
"Este producto foi cancelado, estou esperando o estorno do meu  dinheiro, seus Contato com cliente é horrivel, ate hoje Ninguem entrou em Contato comigo, Amanha entrarei em Contato com procon. Acho ate interesante esta forma de avaliacao que o cliente avalia o producto antes de receber.",1
"Produto bom, embora de material potencialmente frágil.",3
Produto muito bom. Amei fazer minhas receitas na batedeira.,4
"na foto o sapato parece lindo!!!, mas pessoalmente é o sapato mais feio que já comprei!!!",1
Minha filha amou!  Ela dorme abraçadinha com o Sansão e com a Dalila!,5
"O aparelho é muito sensível, não possui todo o espaço de armazenamento apresentado, esquenta, ou touch screen ""funciona sozinho"" às vezes, e quando você vai mandar para garantia o número de telefone ""puff""' simplesmente não está ativo e você fica sem seu aparelho ou paga caro p consertá-lo, já que assistência eficiente não tem. Em contrapartida a câmera é excelente em registro de fotos e vídeos e a durabilidade da bateria é boa, no meu caso.",2
"A ventilação no máximo é muito fraca. Se for um dia de muito calor não adianta nada, muito decepcionada e arrependida. Comprei na loja física e paguei quase 80,00 e se quer apenas refrescar o ambiente e for em cômodo pequeno pode comprar, caso contrario esquece.",1
"Até então nada a rreclamar, muito confortável, meu marido amou.",4
Produto de ótima qualidade e foi entregue antes do esperado.,5
"Super lindo,  confortável e resistente até então.  Muito bom mesmo.",4
"Muito fácil de usar, qualquer um pode configurar assim que recebe, bem auto explicativa. Estou gostando de tudo até o momento. Nada a reclamar.",4
"impossível avaliar pois ainda não recebi o produto,comprado a quase um mês.Quando vi  a data da entrega, 03/01 quase não acreditei,pois em geral a entrega é no máximo de 7 dias .",1
Produto lindo e de ótima qualidade. Condiz exatamente como a foto cor e material,5
Recomendo. Lindo! Exata como descrito. Ótima qualidade,5
"Meu aparelho veio com defeito, estou esperando vcs  tomarem um providência para solucionar, no entanto já tem quase 1 mês e vcs não resolveram nada. Estou bem decepcionada...",1
"produto não funciona,foi uma decepção,não recomendo,vou ver o que eu faço agora.",1
e educativo colorido divertido minha filha gostou parabens,4
não recebi o produto que era pra ter vindo no Natal . após receber eu  refaço o comentário.,1
"É um pouco fraco, mas dá para fazer limpezas leves",3
O único ponto negativo é usar pilhas. Design lindo. Muito leve e som de qualidade.,3
"Muito fraco, não limpa nada. Arrependido até o último...",1
"o produto é bom! Espera mais do mesmo, achei bem dificil de manuseá-lo, mas ele é bom!",3
"A compra no todo atendeu plenamente as minhas expectativas. O preço, informações, entrega dentro do prazo, qualidade do produto, enfim, recomento muito a compra pelo site das Lojas Americanas.",4
Não consegui montar não veio manual disse ser automática mais nem na internet eu acho como montar ela  é tbm não estou conseguindo entrar em contato com a loja para ter mais informações se o produto veio com defeito ou não pois já tentei e não consegui montar  aí não sei se está faltando alguma peça ou não por falta do manual,2
a boneca comprada veio com pequenos defeitos de tinta na pintura dos cabelos e dos olhos.,2
Recomendo compras desse modelo e na loja americanas. Preço mais baixo que a concorrencia... Entrega antes do prazo...,4
"produto satisfatorio, muito bom.perfeito.empresa cumpriu com data de entrega. ok",5
"gostei muito do produto, muito bom o produto veio bem certinho.",4
O produto atende às expectativas e oferece aquilo que foi anunciado.,5
Material muito bom recomendo vários compartimentos e alças confortáveis,4
Ideal pra fazer apenas dois cafés ou um café grande. Amei!,4
Produto excelente com ótimos preço. Entrega rápida!,5
"Chegou rápido, produto original em perfeito estado. Recomendo",5
"Nem usei o produto direito liguei uma vez só para testar mas não cheguei a testar o som desliguei pelo controle remoto pois estava de saida e quando fui realmente usar ele quando tive tempo não quer ligar mais, já tirei e recoloquei a lâmpada e tirei e recoloquei  a pilha do controle remoto e nada!",2
"O produto faz muito ruído, sendo um incômodo principalmente no caso de utilização em dormitórios. Outro incômodo para uso em dormitórios é as luzes do painel que são fortes e deixam o lugar muito iluminado. A eficiência é baixa com um gasto excessivo de energia. Fiquei bem descontente com a aquisição, o produto não corresponde ao que é anunciado.",2
"Produto chegou bem antes do prazo, bonito, fácil montagem",5
"Produto chegou bem antes do tempo de entrega, muito bom o celular, recomendo a todos",5
o aparelho não permite navegar entre pastas de arquivos de música do pendrive.,2
"Excelente jogo, vale muito a pena. Lembra Max Payne um pouco, mas sem a câmera lenta.",5
Eu ameii!! Me atendeu muito bem! E a entrega foi dentro do prazo! Estão de parabéns!!!,4
"caloi sempre foi a melhor ,mas o melhor mesmo e a transparência que as lojas americanas nos passa,muita confiança produto chegou na dada certa tudo perfeito obrigado",5
"Excelente produto de ótima qualidade, perfeito para brincadeiras e sonecas.",5
Comprei a bolsa baby bag...Conforme a nota fiscal e ao abrir o embrulho estava uma boneca...Ou seja o produto veio errado e acho q é um golpe.E agora o que devo fazer?,1
"Ainda em fase de testes mas até agora não tem nenhuma reclamação. otimo produto, otimo preço. otima smart tv.",5
GOSTEI DO PRODUTO MUITO BOM COMPREI 10 JA ESTOU USANDO A METADE RECOMENDO ENTREGA SUPER RAPIDA MUITO OBRIGADO,5
É um aparelho de boa funcionalidade e um belo design .,3
O produto é de excelente qualidade super recomendo,5
"funciona de acordo com o que eu esperava, muito bom.",3
A marca ja diz tudo! São produtos de qualidade e durabilidade! Mto bom! Super recomendado!,5
Ótimo produto chegou rápido e perfeito Parabéns a Americanas sou cliente assídua e adoro!,4
"Recebimento ok, mais essa bateria que dizem que é duradora ,não presta, o Cellular com  menos de dois meses ja descarrega muito rápido.Nao dura nen um dia. incrível isso.",3
"bom produto, entrega no tempo correto, recomendo!!",4
"Achei a cor da Barraca muito apagada, diferente da foto.",3
"No dia seguinte que chegou e instalei, fui ligar novamente e não ligava mais.  Não recomendo.",1
Pedi o produto da girafa para meu filho e veio de leão rosa,1
A pressão d'agua aqui em casa é pouca. Não ficou como eu imaginei.,2
Produto original. Chegou dentro do prazo. Recomendo!,3
Infelizmente pra cabelos grossos ele demora pra secar,2
É um bom celular com preço que permite um trabalhador ter acesso.,3
"Já veio com defeito, nunca consegui utilizar o produto, e bao houve troca.",1
"Funciono uma semana e paro, tento contato com a assistência técnica e ninguém da uma posição, nem a lojas americanas se manifesta, uma porcaria de produto...",1
"Caixinha de som boa para ambientes internos, não recomendo para ambientes externos. Bem bonita e leve.",4
estou satisfeito muito bom o fone é otimo a Philips esta de parabéns,5
O produto foi preparado para envio em 01/12/2017 e até hoje 03/01/2018 não tive resposta sobre o status. Estou decepcionada com a Americanas!!,1
Ótima qualidade;  conforto para as mãos; entrega rápida.,5
"O custo benefício do Samsung A7 2017 é excelente, muito bonito, com ótimo desempenho e com as duas câmaras de muita qualidade, o processador é outro ponto positivo, o aparelho não trava e tem uma resposta bem rápida.",5
"Livro de boa compreensão e a entrega foi super rápido, 2 dias após a compra já estava na minha casa. Recomendo.",5
Produto muito bom atendendo bem a espectativa. Rack bem refoçado e de boa fixação para um transporte seguro da bike.,4
"BOM DIA PARABÉNS PELA RAPIDEZ DE COMPRA E ENTREGA PELA LOJA AMERICANAS. FACILIDADE, ORGANIZAÇÃO E AGILIDADE. PARABÉNS",5
"Comprei esse pra presente pq como tenho um e gosto muito,resolvi presentear o maridão e ele amou.",4
"Produto bom, recomendo. Produto entregue conforme anunciado.",3
"produto muito fraco, amarração pessima devido ao valor pago era para ser melhor",2
"Duas teclas simplesmente pararam de funcionar no segundo dia de uso, são elas: a tecla ""2"" e a ""x"". Elas pararam de funcionar sem mais nem menos, testei em outro PC, em outras entradas, reiniciando, reinstalando e nada deu certo.",1
Excelente para todo tipo de limpeza super leve com bom alcance nos lugares altos. Fazer faxina ficou mais fácil.,4
Fácil de usar e de guardar. Enche peneira de bicicleta e vem com bico para encher bolas.,4
Fácil manuseio. Atendeu minhas expectativas. Recomendo.,4
"Como há a cesta para controles, se houver controles, acaba sempre caindo do sofá devido ao peso (caso não haja copo apoiando), mas no mais eh ótimo. Uma ideia seria ser maior na outra ponta pra deslocar o eixo e nao cair, mas OK, gostei e recomendo.",3
Celular ótimo bonito super ágil bateria dura até 3 dias foto perfeita tamanho da tela na medida recomendo a todos sem dúvida.,5
"O produto chegou em perfeito estado, bem embalado e veio igual estava na foto. Recomendo o produto!!! Muito obrigado a todas da equipe Americanas!!! Abraços!",4
"Não entregaram o prazo, até hoje não recebi o produto ainda.",1
"Atendeu minhas expectativas, bonito, leve, com memória de sobra",4
"super recomendo,atendeu minhas expectativas ,ótimo custo beneficio , pratica, linda e como sempre americanas de parabéns,entrega antes do prometido.",5
Não posso avaliar o produto até mesmo porque a falta de responsabilidade da empresa ocorreu e não recebi a mercadoria,1
***************&Produto  cumpre o que promete!************************************,4
"Presente criativo e barato ,creio que pelo valor e uma boa opção para complementar",3
"Houve extravio durante o transporte, mas tudo foi solucionado",5
"Produto diferente dos outros do mercado, gostei muito, vou comprar mais!",5
"Produto maravilhoso, e mais a entrega super rápida, pena que descobri muito tarde, muito pratico, ferve água muito rápido. Adorei, investimento ótimo e recomendo!!",5
Não recomendo!!!!! Meu produto ainda não chegou!!!! A data prevista era 26/12!!!!,1
"Toda familia esta jogando e interagindo com a criança. para a crianaça Ensina o valor do dinheiro, fazer contas, conhecer as cédulas de cada valor e fazer as negociações.  Só faltam alguns esclarecimentos das regras do jogo no manual",5
Super recomendo entrega rápido produto maravilhosa,5
Bem desconfortável trabalhar com este produto. Não recomendo.,2
Como sempre meus produtos chegando antes do prazo. Amo comprar com vcs,5
"Gostei muito do produto, som audível, imagem excelente, super recomendo.",4
"Não recebi, como vou avaliar? Comprei e simplesmente não consigo receber. Simples assim.",1
Chegou antes do prazo e com tudo funcionando perfeitamente.,5
"Produto de excelente qualidade, entrega dentro do prazo informado.",5
"O aparelho pelo o que eu sei é excelente, mas me surpreendi com a agilidade e rapidez da AMERICANAS. Parabéns! Estava previsto pra chegar dia 16/01 e chegou dia 03/01 EXCELENTE!!!",5
Boa qualidade!4Entrega rápida!  Recomendo a todos.,5
Ótimo Material  Grande. Do jeito que eu precisava Super recomendo!,5
"Depois de 6 meses de uso o aparelho começou a se ligar todos os programas instalados ao mesmo tempo, Facebook,  watts, messenger, agenda, câmara em fim se liga tudo ao mesmo tempo e não se consegue desligar o aparelho. Já são mais de 4 meses com este problema e não consigo soluciona-lo. gostaria de saber da loja como resolver esse impasse.",1
"Ainda em fase de teste, mas a chapa não tem caimento da gordura",3
"Produto de ótima qualidade, atende muito bem as expectativas e é bem mais barato!",5
"Adorei este tênis. Super confortável, bonito, combina com várias roupas. Gostei muito e recomendo.",5
A empresa Rede Fácil proibi a venda de produto em site e não tem seus produtos abaixo do valor tabelado. Trabalha somente com pessoas física seus distribuidores são autorizados e sabem dos termos da empresa . PRODUTO FALSO,1
"Aparelho muito bom, bom desempenho, deixa a desejar a duração da beteria, acaba muito rápido.",3
"Interface intuitiva , fácil configuração , responde rápido ao toque , instalação de aplicativos, bom tamanho show...",4
"Mochila grande, espaçosa, feita com material otimo e resistente.",4
"Muito bem embalados e de qualidade esperada, tamanho não muito grande, comprei em duas cores, sendo a cor vermelha muito bonita. Sem defeitos.",4
"A Garrafa que comprei é reta o que dificulta cair ao chão, possui desenho lateral mas um designer mais. A Garrafa que me entregaram não é botijão, é retangular com entradas formando sulcos nos desenhos que servem para acumulo de sujeira, sendo que será levada para o campo. Péssima compra e prestação de serviço pela empresa parceira.",1
Produto e vendedor cumpriram com todas as expectativas.,5
"Jogão, gostei muito! maravilhoso lançamento de 2017 e ainda comprei com frete grátis e na black friday no precinho! TOP",5
"Sempre quis ter uma capa para o pneu do meu carro, amei. Entrega super rapida.",5
Gostei muito e estou aproveitando muito o uso desse aparelho e embora não seja muito conhecido como as outras marcas eu recomendo.,5
"Achei muito bom, ótima compra! Remove bem a pele seca.",5
"Estou bem satisfeito com o produto! Como minha sala é pequena e não tem muita entrada de luz, o número de lumens não foi problema - dá pra curtir um bom filme tranquilamente e usando o som proveniente das caixinhas internas.   Só algo que me incomodou um pouco, mas relevei foi a dificuldade de focar nas bordas da imagem. O fato de não ser HD (a imagem projetada fica em 800) também precisa ser levado em consideração.  Enfim, é um aparelho de entrada e para quem não quer gastar muito. Se sua sala for grande e você é mais exigente com a qualidade de imagem, será melhor investir em outro aparelho com características mais robustas.  Um bom ano para todos!",4
"Fiz o cancelamento do produto e estou esperando receber meu dinheiro de volta, voces sabem me responder pois esta demorando muito!",1
"Veio exatamente igual a foto, bom produto! Custo benefício excelente! Barato e funcional!",3
"Produto de ótima qualidade, os 450w fazem um barulho legal. E a entrega ocorreu bem antes do prazo estipulado. Super recomendo!",4
Vou processar as Lojas Americanas pelo grande atraso com a minha entrega.,1
"Não estou satisfeita com o produto pq comprei justamente para gravar um programa especial para mim, gravei e agora sumiu a gravaçao e não consigo gravar mais nada.  Estou fazendo testes e esperando passar a semana das festas e se não funcionar vou ter que recorrer a garantia ou assistencia técnica.",2
Minha filha ficou muito feliz com o presente de Natal.,3
Não gostei. Recebi a encomenda com atraso e quebrada. Filtro veio com a base destruída,1
O produto veio em perfeito estado e correto. Amei! É difícil as lojas em que eu compro vir suas caixas até mesmo o produto em perfeito estado! Americanas me assustou de tanta perfeição...Parabéns!,5
"Bom para quem quer diversificar a forma de jogar Magic, seja com decks convencionais, seja commander! Fica bem divertido!",5
"Robusto, atendeu as expectativas!  Recomendo. O texto e muito curto o texto e muito curto o texto e muito curto",4
"Este pequeno livro é muuuuito útil para pessoas que gostariam de voltar a se expressar naturalmente através de amor e carinho, melhorando seus relacionamentos, especialmente dentro dos círculos familiares, que é a base de todos os demais relacionamentos. Super recomendo.",5
